#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;
########################################;;;;;;;;;;;;;;
PROV2015;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2016;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2017;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2018;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2019;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2020;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2021;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2022;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2023;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2024;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2025;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2026;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2027;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2028;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2029;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2030;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2031;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2032;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2033;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2034;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2035;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2036;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2037;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2038;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2039;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2040;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2041;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2042;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2043;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2044;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2045;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2046;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2047;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2048;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2049;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2050;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2051;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2052;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2053;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2054;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2055;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2056;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2057;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2058;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2059;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2060;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2061;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2062;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2063;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2064;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2065;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2066;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2067;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2068;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2069;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2070;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2071;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2072;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2073;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2074;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2075;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2076;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2077;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2078;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2079;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2080;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2081;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2082;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2083;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2084;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2085;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2086;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2087;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2088;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2089;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2090;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2091;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2092;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2093;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2094;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2095;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2096;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2097;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2098;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2099;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2100;Alava;Alava;Alava;;Alava;;;;;;;;;x
PROV2101;Guipuzcoa;Guipuzcoa;Guipuzcoa;;Guipuzcoa;;;;;;;;;x
PROV2102;Tudela;Tudela;Tudela;;Tudela;;;;;;;;;x
PROV2103;Lower Navarre;Lower Navarre;Lower Navarre;;Lower Navarre;;;;;;;;;x
PROV2104;Estella;Estella;Estella;;Estella;;;;;;;;;x
PROV2105;Olite;Olite;Olite;;Olite;;;;;;;;;x
PROV2106;;;;;;;;;;;;;;x
PROV2107;;;;;;;;;;;;;;x
PROV2108;;;;;;;;;;;;;;x
PROV2109;;;;;;;;;;;;;;x
PROV2110;;;;;;;;;;;;;;x
PROV2111;;;;;;;;;;;;;;x
PROV2112;;;;;;;;;;;;;;x
PROV2113;;;;;;;;;;;;;;x
PROV2114;;;;;;;;;;;;;;x
PROV2115;;;;;;;;;;;;;;x
PROV2116;;;;;;;;;;;;;;x
PROV2117;;;;;;;;;;;;;;x
PROV2118;;;;;;;;;;;;;;x
PROV2119;;;;;;;;;;;;;;x
PROV2120;;;;;;;;;;;;;;x
PROV2121;;;;;;;;;;;;;;x
PROV2122;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2123;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2124;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2125;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2126;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2127;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2128;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2129;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2130;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2131;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2132;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2133;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2134;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2135;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2136;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2137;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2138;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2139;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2140;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2141;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2142;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2143;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2144;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2145;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2146;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2147;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2148;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2149;Hormozgan;Hormozgan;Hormozgan;;Hormozgan;;;;;;;;;x
PROV2150;Sjatt al-Arab;Sjatt al-Arab;Sjatt al-Arab;;Sjatt al-Arab;;;;;;;;;x
PROV2151;Euphrates;Euphrates;Euphrates;;Euphrates;;;;;;;;;x
PROV2152;Euphrates;Euphrates;Euphrates;;Euphrates;;;;;;;;;x
PROV2153;Euphrates;Euphrates;Euphrates;;Euphrates;;;;;;;;;x
PROV2154;Tigris;Tigris;Tigris;;Tigris;;;;;;;;;x
PROV2155;Tigris;Tigris;Tigris;;Tigris;;;;;;;;;x
PROV2156;Tigris;Tigris;Tigris;;Tigris;;;;;;;;;x
PROV2157;Al Jubayl;Al Jubayl;Al Jubayl;;Al Jubayl;;;;;;;;;x
PROV2158;Wasit;Wasit;Wasit;;Wasit;;;;;;;;;x
PROV2159;Diyala;Diyala;Diyala;;Diyala;;;;;;;;;x
PROV2160;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2161;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2162;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2163;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2164;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2165;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2166;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2167;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2168;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2169;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2170;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2171;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2172;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2173;Unused;Unused;Unused;;Unused;;;;;;;;;x
PROV2174;Inowroclaw;Inowroclaw;Inowroclaw;;Inowroclaw;;;;;;;;;x
PROV2175;Warmia;Warmia;Warmia;;Warmia;;;;;;;;;x
PROV2176;Leczyca;Leczyca;Leczyca;;Leczyca;;;;;;;;;x
PROV2177;Gniezno;Gniezno;Gniezno;;Gniezno;;;;;;;;;x
PROV2178;Tuchola;Tuchola;Tuchola;;Tuchola;;;;;;;;;x
PROV2179;Bialogard;Bialogard;Bialogard;;Bialogard;;;;;;;;;x
PROV2180;Drenthe;Drenthe;Drenthe;;Drenthe;;;;;;;;;x
PROV2181;Ommelanden;Ommelanden;Ommelanden;;Ommelanden;;;;;;;;;x
PROV2182;Haarlem;Haarlem;Haarlem;;Haarlem;;;;;;;;;x
PROV2183;Darmstadt;Darmstadt;Darmstadt;;Darmstadt;;;;;;;;;x
PROV2184;Epinal;Epinal;Epinal;;Epinal;;;;;;;;;x
PROV2185;Bautzen;Bautzen;Bautzen;;Bautzen;;;;;;;;;x
PROV2186;Zerbst;Zerbst;Zerbst;;Zerbst;;;;;;;;;x
PROV2187;Ruppin;Ruppin;Ruppin;;Ruppin;;;;;;;;;x
PROV2188;North Frisia;North Frisia;North Frisia;;North Frisia;;;;;;;;;x
PROV2189;Aabenraa;Aabenraa;Aabenraa;;Aabenraa;;;;;;;;;x
PROV2190;Ingolstadt;Ingolstadt;Ingolstadt;;Ingolstadt;;;;;;;;;x
PROV2191;Straubing;Straubing;Straubing;;Straubing;;;;;;;;;x
PROV2192;Munich;Munich;Munich;;Munich;;;;;;;;;x
PROV2193;Oettingen;Oettingen;Oettingen;;Oettingen;;;;;;;;;x
PROV2194;Zollern;Zollern;Zollern;;Zollern;;;;;;;;;x
PROV2195;Urach;Urach;Urach;;Urach;;;;;;;;;x
PROV2196;Lienz;Lienz;Lienz;;Lienz;;;;;;;;;x
PROV2197;Jüterbog;Jüterbog;Jüterbog;;Jüterbog;;;;;;;;;x
PROV2198;Koblenz;Koblenz;Koblenz;;Koblenz;;;;;;;;;x
PROV2199;Speyergau;Speyergau;Speyergau;;Speyergau;;;;;;;;;x
PROV2200;Tecklenburg;Tecklenburg;Tecklenburg;;Tecklenburg;;;;;;;;;x
PROV2201;Zutphen;Zutphen;Zutphen;;Zutphen;;;;;;;;;x
PROV2202;Antwerp;Antwerp;Antwerp;;Antwerp;;;;;;;;;x
PROV2203;Namur;Namur;Namur;;Namur;;;;;;;;;x
PROV2204;Rijsel;Rijsel;Rijsel;;Rijsel;;;;;;;;;x
PROV2205;Limburg;Limburg;Limburg;;Limburg;;;;;;;;;x
PROV2206;Cambresis;Cambresis;Cambresis;;Cambresis;;;;;;;;;x
PROV2207;Fulda;Fulda;Fulda;;Fulda;;;;;;;;;x
PROV2208;Mark;Mark;Mark;;Mark;;;;;;;;;x
PROV2209;Arnsberg;Arnsberg;Arnsberg;;Arnsberg;;;;;;;;;x
PROV2210;Laon;Laon;Laon;;Laon;;;;;;;;;x
PROV2211;Chalons;Chalons;Chalons;;Chalons;;;;;;;;;x
PROV2212;Chiny;Chiny;Chiny;;Chiny;;;;;;;;;x
PROV2213;Heidelberg;Heidelberg;Heidelberg;;Heidelberg;;;;;;;;;x
PROV2214;Lauenburg;Lauenburg;Lauenburg;;Lauenburg;;;;;;;;;x
PROV2215;Calenberg;Calenberg;Calenberg;;Calenberg;;;;;;;;;x
PROV2216;Gottingen;Gottingen;Gottingen;;Gottingen;;;;;;;;;x
PROV2217;Kassel;Kassel;Kassel;;Kassel;;;;;;;;;x
PROV2218;Hadeln;Hadeln;Hadeln;;Hadeln;;;;;;;;;x
PROV2219;Coburg;Coburg;Coburg;;Coburg;;;;;;;;;x
PROV2220;Vogtland;Vogtland;Vogtland;;Vogtland;;;;;;;;;x
PROV2221;Kulmbach;Kulmbach;Kulmbach;;Kulmbach;;;;;;;;;x
PROV2222;Waren;Waren;Waren;;Waren;;;;;;;;;x
PROV2223;Uckermark;Uckermark;Uckermark;;Uckermark;;;;;;;;;x
PROV2224;Colberg;Colberg;Colberg;;Colberg;;;;;;;;;x
PROV2225;Rethel;Rethel;Rethel;;Rethel;;;;;;;;;x
PROV2226;Eger;Eger;Eger;;Eger;;;;;;;;;x
PROV2227;Ansbach;Ansbach;Ansbach;;Ansbach;;;;;;;;;x
PROV2228;Alencon;Alencon;Alencon;;Alencon;;;;;;;;;x
PROV2229;Quercy;Quercy;Quercy;;Quercy;;;;;;;;;x
PROV2230;Comminges;Comminges;Comminges;;Comminges;;;;;;;;;x
PROV2231;Draguignan;Draguignan;Draguignan;;Draguignan;;;;;;;;;x
PROV2232;Valence;Valence;Valence;;Valence;;;;;;;;;x
PROV2233;Autun;Autun;Autun;;Autun;;;;;;;;;x
PROV2234;Semur;Semur;Semur;;Semur;;;;;;;;;x
PROV2235;Nemours;Nemours;Nemours;;Nemours;;;;;;;;;x
PROV2236;Dreux;Dreux;Dreux;;Dreux;;;;;;;;;x
PROV2237;Lignica;Lignica;Lignica;;Lignica;;;;;;;;;x
PROV2238;Raciborz;Raciborz;Raciborz;;Raciborz;;;;;;;;;x
PROV2239;Hradistsko;Hradistsko;Hradistsko;;Hradistsko;;;;;;;;;x
PROV2240;Prachensko;Prachensko;Prachensko;;Prachensko;;;;;;;;;x
PROV2241;Pardubice;Pardubice;Pardubice;;Pardubice;;;;;;;;;x
PROV2242;Buzau;Buzau;Buzau;;Buzau;;;;;;;;;x
PROV2243;Hunyad;Hunyad;Hunyad;;Hunyad;;;;;;;;;x
PROV2244;Drava;Drava;Drava;;Drava;;;;;;;;;x
PROV2245;Drava;Drava;Drava;;Drava;;;;;;;;;x
PROV2246;Arad;Arad;Arad;;Arad;;;;;;;;;x
PROV2247;Turda;Turda;Turda;;Turda;;;;;;;;;x
PROV2248;Kiskun;Kiskun;Kiskun;;Kiskun;;;;;;;;;x
PROV2249;Szatmar;Szatmar;Szatmar;;Szatmar;;;;;;;;;x
PROV2250;Hajdu;Hajdu;Hajdu;;Hajdu;;;;;;;;;x
PROV2251;Torontal;Torontal;Torontal;;Torontal;;;;;;;;;x
PROV2252;Krasso;Krasso;Krasso;;Krasso;;;;;;;;;x
PROV2253;Maros;Maros;Maros;;Maros;;;;;;;;;x
PROV2254;Hont;Hont;Hont;;Hont;;;;;;;;;x
PROV2255;Zemplen;Zemplen;Zemplen;;Zemplen;;;;;;;;;x
PROV2256;UNUSED;UNUSED;UNUSED;;UNUSED;;;;;;;;;x
PROV2257;UNUSED;UNUSED;UNUSED;;UNUSED;;;;;;;;;x
PROV2258;UNUSED;UNUSED;UNUSED;;UNUSED;;;;;;;;;x
PROV2259;UNUSED;UNUSED;UNUSED;;UNUSED;;;;;;;;;x
PROV2260;UNUSED;UNUSED;UNUSED;;UNUSED;;;;;;;;;x